sentence_id	sentence	ref	sent_order
78524	accepi tuas litteras a.d.quintum Terminalia Laodiceae	Cic.Att.6.1.1	4772
85867	quas legi libentissime plenissimas amoris humanitatis offici diligentiae	Cic.Att.6.1.1	4773
78527	iis igitur respondebo non χρύσεα χαλκείων sic enim postulas ne c οἰκονομίαν meam instituam sed ordinem conservabo tuum	Cic.Att.6.1.1	4774
78528	recentissimas a Cybistris te meas litteras habere ais a.d.xi Kalendas Octobris datas et scire vis tuas ego quas acceperim	Cic.Att.6.1.1	4775
78531	omnis fere quas commemoras praeter eas quas scribis Lentuli pueris et Equotutico et Brundisio datas	Cic.Att.6.1.1	4776
78532	qua re non οἴχεται tua industria quod vereris sed praeclare ponitur si quidem id egisti ut ego delectarer	Cic.Att.6.1.1	4777
78533	nam nulla re sum delectatus magis	Cic.Att.6.1.1	4778
78534	quod meam βαθύτητα in Appio tibi liberalitatem etiam in Bruto probo vehementer gaudeo	Cic.Att.6.1.2	4779
85868	ac putaram paulo secus	Cic.Att.6.1.2	4780
78535	Appius enim ad me ex itinere bis ter ve ὑπομεμψιμοίρους litteras miserat quod quaedam a se constituta rescinderem	Cic.Att.6.1.2	4781
78537	nihil enim a me fit cum ulla illius contumelia	Cic.Att.6.1.2	4783
85869	tantum modo dissimilitudo meae rationis offendit hominem	Cic.Att.6.1.2	4784
78538	quid enim potest esse tam dissimile quam illo imperante exhaustam esse sumptibus et iacturis provinciam nobis eam obtinentibus nummum nullum esse erogatum ne c privatim ne c publice	Cic.Att.6.1.2	4785
78539	quid dicam de illius praefectis comitibus legatis etiam	Cic.Att.6.1.2	4786
78540	de rapinis de libidinibus de contumeliis	Cic.Att.6.1.2	4787
78541	nunc autem domus me hercule nulla tanto consilio aut tanta disciplina gubernatur aut tam modesta est quam nostra tota provincia	Cic.Att.6.1.2	4788
78542	haec non nulli amici Appi ridicule interpretantur qui me idcirco putent bene audire velle ut ille male audiat et recte facere non meae laudis sed illius contumeliae causa	Cic.Att.6.1.2	4789
78543	sin Appius ut Bruti litterae quas ad te misit significabant gratias nobis agit non moleste fero sed tamen eo ipso die quo haec ante lucem scribebam cogitabam eius multa inique constituta et acta tollere	Cic.Att.6.1.2	4790
78544	nunc venio ad Brutum quem ego omni studio te auctore sum complexus quem etiam amare coeperam sed ilico me revocavi ne te offenderem	Cic.Att.6.1.3	4791
78545	noli enim putare me quicquam maluisse quam ut mandatis satis facerem ne c ulla de re plus laborasse	Cic.Att.6.1.3	4792
78546	mandatorum autem mihi libellum dedit isdem que de rebus tu me cum egeras	Cic.Att.6.1.3	4793
78547	omnia sum diligentissime persecutus	Cic.Att.6.1.3	4794
78548	primum ab Ariobarzane sic contendi ut talenta quae mihi pollicebatur illi daret	Cic.Att.6.1.3	4795
78549	quoad me cum rex fuit perbono loco res erat	Cic.Att.6.1.3	4796
85870	post a Pompei procuratoribus sescentis premi coeptus est	Cic.Att.6.1.3	4797
78550	Pompeius autem quom ob ceteras causas plus potest unus quam ceteri omnes tum quod putatur ad bellum Parthicum esse venturus	Cic.Att.6.1.3	4798
78551	ei tamen sic nunc solvitur	Cic.Att.6.1.3	4799
85871	tricesimo quoque die talenta Attica triginta tria et hoc ex tributis	Cic.Att.6.1.3	4800
78553	sed Gnaeus noster clementer id fert	Cic.Att.6.1.3	4801
85872	sorte caret	Cic.Att.6.1.3	4802
78554	alii ne que solvit cuiquam ne c potest solvere	Cic.Att.6.1.3	4803
85874	nullum enim aerarium nullum vectigal habet	Cic.Att.6.1.3	4804
78555	Appi instituto tributa imperat	Cic.Att.6.1.3	4805
78556	ea vix in faenus Pompei quod satis sit efficiunt	Cic.Att.6.1.3	4806
78557	amici regis duo tres ve perdivites sunt sed ii suum tam diligenter tenent quam ego aut tu	Cic.Att.6.1.3	4807
78558	equidem non desino tamen per litteras rogare suadere accusare regem	Cic.Att.6.1.3	4808
78559	Deiotarus etiam mihi narravit se ad eum legatos misisse de re Bruti	Cic.Att.6.1.4	4809
85875	eos sibi responsum rettulisse illum non habere	Cic.Att.6.1.4	4810
78560	et me hercule ego ita iudico nihil illo regno spoliatius nihil rege egentius	Cic.Att.6.1.4	4811
78561	itaque aut tutela cogito me abdicare aut ut pro Glabrione Scaevola faenus et impendium recusare	Cic.Att.6.1.4	4812
78562	ego tamen quas per te Bruto promiseram praefecturas Marco Scaptio Lucio Gavio qui in regno rem Bruti procurabant detuli	Cic.Att.6.1.4	4813
85876	ne c enim in provincia mea negotiabantur	Cic.Att.6.1.4	4814
78563	tu autem meministi nos sic agere ut quot vellet praefecturas sumeret dum ne negotiatori	Cic.Att.6.1.4	4815
78564	itaque duas ei praeterea dederam	Cic.Att.6.1.4	4816
78565	sed ii quibus petierat de provincia decesserant	Cic.Att.6.1.4	4817
78566	nunc cognosce de Salaminiis quod video tibi etiam novum accidisse tamquam mihi	Cic.Att.6.1.5	4818
78567	numquam enim ex illo audivi illam pecuniam esse suam	Cic.Att.6.1.5	4819
85877	quin etiam libellum ipsius habeo in quo est Salaminii pecuniam debent Marco Scaptio et Publio Matinio familiaribus meis	Cic.Att.6.1.5	4820
78568	eos mihi commendat	Cic.Att.6.1.5	4821
85878	adscribit etiam et quasi calcar admovet intercessisse se pro iis magnam pecuniam	Cic.Att.6.1.5	4822
78569	confeceram ut solverent centesimis bienni ductis cum renovatione singulorum annorum	Cic.Att.6.1.5	4823
78570	at Scaptius quaternas postulabat	Cic.Att.6.1.5	4824
78571	metui si impetrasset ne tu ipse me amare desineres	Cic.Att.6.1.5	4825
85879	nam ab edicto meo recessissem et civitatem in Catonis et in ipsius Bruti fide locatam meis que beneficiis ornatam funditus perdidissem	Cic.Att.6.1.5	4826
78572	atque hoc tempore ipso impingit mihi epistulam Scaptius Bruti rem illam suo periculo esse quod ne c mihi umquam Brutus dixerat ne c tibi etiam ut praefecturam Scaptio deferrem	Cic.Att.6.1.6	4827
78573	id vero per te exceperamus ne negotiatori	Cic.Att.6.1.6	4828
85880	quod si cuiquam huic tamen non	Cic.Att.6.1.6	4829
78574	fuerat enim praefectus Appio et quidem habuerat turmas equitum quibus inclusum in curia senatum Salamine obsederat ut fame senatores quinque morerentur	Cic.Att.6.1.6	4830
78575	itaque ego quo die tetigi provinciam cum mihi Cyprii legati Ephesum obviam venissent litteras misi ut equites ex insula statim decederent	Cic.Att.6.1.6	4831
78576	his de causis credo Scaptium iniquius de me aliquid ad Brutum scripsisse	Cic.Att.6.1.6	4832
78577	sed tamen hoc sum animo	Cic.Att.6.1.6	4833
78579	illud quidem fatebitur Scaptius me ius dicente sibi omnem pecuniam ex edicto meo auferendi potestatem fuisse	Cic.Att.6.1.7	4835
78580	addo etiam illud quod vereor tibi ipsi ut probem	Cic.Att.6.1.7	4836
78581	consistere usura debuit quae erat in edicto meo	Cic.Att.6.1.7	4837
78582	deponere volebant	Cic.Att.6.1.7	4838
78583	impetravi a Salaminiis ut silerent	Cic.Att.6.1.7	4839
78584	veniam illi quidem mihi dederunt sed quid iis fiet si huc Paulus venerit	Cic.Att.6.1.7	4840
78585	sed totum hoc Bruto dedi	Cic.Att.6.1.7	4841
85881	qui de me ad te humanissimas litteras scripsit	Cic.Att.6.1.7	4842
85882	ad me autem etiam cum rogat aliquid contumaciter adroganter ἀκοινονοήτως solet scribere	Cic.Att.6.1.7	4843
78586	tu autem velim ad eum scribas de his rebus ut sciam quo modo haec accipiat	Cic.Att.6.1.7	4844
